2	3	4
m337	YODA	You are reckless!
m337	LUKE	I have followed my feelings.
m337	YODA	To become a Jedi takes the deepest commitment the most serious mind.
m337	LUKE	Why not me?
m337	YODA	Ready are you?  What know you of ready?  I have trained Jedi for 800 years.  My own counsel I'll keep on who is to be trained.
m337	LUKE	Never.
m337	VADER	There is no escape.  You must join me or die.  Don't make me destroy you here ... The Emperor is strong with The Force.  But if you join me together we could overthrow Him.  Do not resist. It is our destiny!
m337	LUKE	No! .... Never ....
m337	VADER	The Force runs strong in the Skywalker line.  You will achieve great power ... Come join with me!  Together we will be the most powerful ... even stronger than The Emperor.
m337	LUKE	Time will tell.
m337	VADER	All too easy.  Perhaps you are not as strong as The Emperor thought.
m337	VADER	That won't be necessary.
m337	LUKE	I'll die first.
m337	VADER	There is much Obi-wan did not tell you.  Come The Emperor will complete your training.
m337	LUKE	No!
m337	VADER	Your future lies with us Skywalker. Now you will embrace the dark side. Obi-wan knew this to be true.
m337	VADER	And I too.
m337	LUKE	You'll find I'm full of surprises.
m337	VADER	The fear does not reach you.  You have learned more than I anticipated.
m337	VADER	I want that ship.
m337	PIETT	It won't get through the blockade.
m337	VADER	Anything on the Millennium Falcon?
m337	PIETT	Seventeen ships destroyed we don't know how many got away.
m337	VADER	Make ready to land General Veers' assault troops on the surface. Then deploy the fleet so that nothing can get off that system. You're in command now Admiral Piett.
m337	PIETT	Yes My Lord.
m337	PIETT	Yes Sir .... we have visuals ... the System is supposed to be devoid of human forms ...
m337	VADER	The Hoth System?
m489	LANDO	We're on our way. Red Group Gold Group all fighters follow me.  Told you they'd do it!
m489	ACKBAR	The shield is down! Commence attack on theDeath Star's main reactor.
m489	LANDO	We'll last longer then we will against that Death Star...and we might just take a few of them with us.
m489	ACKBAR	At that close range we won't last long against those Star Destroyers.
m489	LANDO	Han will have that shield down. We've got to give him more time.
m489	ACKBAR	We have no choice General Calrissian. Our cruisers can't repel firepower of that magnitude.
m489	LANDO	You won't get another chance at this Admiral.
m489	ACKBAR	We saw it. All craft prepare to retreat.
m489	LANDO	All right. Stand by.
m489	ACKBAR	All craft prepare to jump to hyperspace on my mark.
m489	ACKBAR	Proceed with the countdown. All groups assume attack coordinates.
m489	LANDO	Admiral we're in position. All fighters accounted for.
m489	BEN	She hasn't been trained in the ways of the Jedi the way you have Luke... but the Force is strong with her as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!
m489	LUKE	But you can't let her get involved now Ben. Vader will destroy her.
m489	BEN	Your insight serves you well. Bury your feelings deep down Luke. They do you credit. But they could be made to serve the Emperor.
m489	LUKE	Leia! Leia's my sister.
m489	BEN	Hmm. To protect you both from the Emperor you were hidden from your father when you were born. The Emperor knew as I did if Anakin were to have any offspring they would be a threat to him. That is the reason why your sister remains safely anonymous.
m489	LUKE	But I have no sister.
m489	BEN	The other he spoke of is your twin sister.
m489	LUKE	Yoda spoke of another.
m489	BEN	Then the Emperor has already won. You were our only hope.
m489	LUKE	I can't kill my own father.
m489	BEN	To be a Jedi Luke you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you like your father. Only your father was seduced by what he found on the other side of the door and you have held firm. You're no longer so reckless now Luke. You are strong and patient. And now you must face Darth Vader again!
m489	LUKE	But I had to help my friends.
m489	BEN	Vader humbled you when first you met him Luke... but that experience was part of your training. It taught you among other things the value of patience. Had you not been so impatient to defeat Vader then you could have finished your training here with Yoda. You would have been prepared.
m489	LUKE	I tried to stop him once. I couldn't do it.
m489	BEN	You cannot escape your destiny.
m489	LUKE	I can't do it Ben.
m489	BEN	I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.
m489	LUKE	There's still good in him.
m489	BEN	You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened the good man who was your father was destroyed. So what I have told you was true... from a certain point of view.
m489	LUKE	You told me Vader betrayed and murdered my father.
m489	BEN	Yoda will always be with you.
m489	LUKE	I can't do it Artoo. I can't go on alone.
m489	HAN	Who are you?
m489	BOUSHH	Jabba's palace.
m489	HAN	Where am I?
m489	BOUSHH	Your eyesight will return in time.
m489	HAN	I can't see.
m489	BOUSHH	Shhh. You have hibernation sickness.
m489	VADER	His lightsaber.
m489	EMPEROR	Oh no my young Jedi. You will find that it is you who are mistaken...about a great many things.
m489	EMPEROR	Then you must go to the Sanctuary Moon and wait for them.
m489	VADER	They are clear my Master.
m489	EMPEROR	Strange that I have not. I wonder if your feelings on this matter are clear Lord Vader.
m489	VADER	I have felt him my Master.
m489	VADER	A small Rebel force has penetrated the shield and landed on Endor.
m489	EMPEROR	I told you to remain on the command ship.
m489	VADER	Yes my Master.
m489	EMPEROR	It is of no concern. Soon the Rebellion will be crushed and young Skywalker will be one of us! Your work here is finished my friend. Go out to the command ship and await my orders.
m489	VADER	What of the reports of the Rebel fleet massing near Sullust?
m489	EMPEROR	Send the fleet to the far side of Endor. There it will stay until called for.
m489	VADER	What is thy bidding my Master?
m489	EMPEROR	Everything is proceeding as I have foreseen.
m489	VADER	As you wish.
m489	EMPEROR	Patience my friend. In time he will seek you out. And when he does you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force.
m489	VADER	Yes my Master.
m489	EMPEROR	You have done well Lord Vader. And now I sense you wish to continue your search for young Skywalker.
m489	VADER	The Death Star will be completed on schedule.
m489	LUKE	Threepio tell them if they don't do as you wish you'll become angry and use your magic.
m489	HAN	Somehow I got the feeling that didn't help us very much.
m489	LUKE	Han don't. It'll be all right.
m489	HAN	Hey!
m489	HAN	Yeah sure.
m489	LUKE	Will you take it easy? Let's just figure out a way to get out of this thing.  Han can you reach my lightsaber?
m489	HAN	Nice work. Great Chewie! Great! Always thinking with your stomach.
m489	LUKE	Come on Artoo.  We'll need your scanners.
m489	HAN	Take the squad ahead.  We'll meet at the shield generator at 0300.
m489	LUKE	We got separated.
m489	HAN	I thought she was with you.
m489	LUKE	Quietly there might be more of them out there.
m489	HAN	Chewie and I will take care of this. You stay here.
m489	HAN	It's your imagination kid. Come on. Let's keep a little optimism here.
m489	LUKE	I'm endangering the mission. I shouldn't have come.
m489	HAN	I don't know.  Fly casual.
m489	HAN	Now don't get jittery Luke. There are a lot of command ships. Keep your distance though Chewie but don't look like you're trying to keep your distance.
m489	LUKE	Vader's on that ship.
m489	LUKE	All set.
m489	HAN	Right. Chewie let's see what this piece of junk can do. Ready everybody?
m489	LUKE	Yeah she's comin' up.
m489	HAN	You got her warmed?
m489	LUKE	Hi Han... Chewie.
m489	HAN	Luke.
m489	LUKE	I have a promise I have to keep first... to an old friend.
m489	HAN	Why don't you leave that crate and come with us?
m489	HAN	Oh... great!
m489	LUKE	Just stick close to Chewie and Lando. I've taken care of everything.
m489	HAN	You're gonna die here you know. Convenient.
m489	LUKE	There's nothing to see. I used to live here you know.
m489	HAN	I think my eyes are getting better. Instead of a big dark blur I see a big light blur.
m489	HAN	That bad huh? Where's Leia?
m489	LUKE	The same as always.
m489	HAN	How are we doing?
m489	LUKE	Wouldn't miss it.
m489	HAN	Fine. Together again huh?
m489	LUKE	Are you all right?
m489	HAN	Luke!
m489	LUKE	Han!
m489	HAN	All right. I understand. Fine. When he comes back I won't get in the way.
m489	LEIA	Yes.
m489	HAN	You love him don't you?
m489	LEIA	He wasn't. I can feel it.
m489	HAN	I'm sure Luke wasn't on that thing when it blew.
m489	HAN	Here's the terminal.
m489	LEIA	The code's changed. We need Artoo!
m489	HAN	Charges!  Come on come on!
m489	LEIA	Han! Hurry! The fleet will be here any moment.
m489	HAN	Hey don't worry. Chewie and me got into a lot of places more heavily guarded than this.
m489	LEIA	The main entrance to the control bunker's on the far side of that landing platform. This isn't gonna be easy.
m489	LEIA	Hold me.
m489	HAN	I'm sorry.
m489	HAN	Ahhh...
m489	LEIA	I...
m489	LEIA	I don't know.
m489	HAN	What's going on?
m489	HAN	It'll take time. This whole party'll be for nothing if they see us.
m489	LEIA	Shall we try and go around?
m489	HAN	It'll work. It'll work.
m489	LEIA	Now we find out if that code is worth the price we paid.
m489	HAN	Yeah I just got a funny feeling. Like I'm not gonna see her again.
m489	LEIA	Hey are you awake?
m489	LEIA	That's all any of us can see.
m489	HAN	I don't know. All I can see is a lot of blowing sand!
m489	LEIA	I gotta get you out of here.
m489	HAN	Leia!
m489	LEIA	Someone who loves you.
m489	HAN	You too.
m489	LANDO	Good luck.
m489	LANDO	All right old buddy. You know I know what she means to you. I'll take good care of her. She-she won't get a scratch. All right?
m489	HAN	Look. I want you to take her. I mean it. Take her. You need all the help you can get. She's the fastest ship in the fleet.
m489	LANDO	Oh well someone must have told them about my little maneuver at the battle of Taanab.
m489	HAN	Well look at you a general huh?
m489	LANDO	Figured if I left you frozen like that you'd just give me bad luck the rest of my life so I might as well get you unfrozen sooner or later.
m489	HAN	Guess I owe you some thanks too Lando.
m489	LANDO	All right! A little higher! Just a little higher!
m489	HAN	It's all right. Trust me. Don't move.
m489	LANDO	No wait! I thought you were blind!
m489	HAN	Chewie! Chewie give me the gun. Don't move Lando.
m489	HAN	I'm trying!
m489	LANDO	Lower it!
m489	HAN	Lando grab it!
m489	HAN	Lando!
m489	LANDO	Han! Chewie?
m489	HAN	Let's see.
m489	THREEPIO	Oh Princess Leia are you all right?
m489	HAN	Well I suppose I could hotwire this thing.
m489	THREEPIO	My goodness! Artoo why did you have to be so brave?
m489	THREEPIO	Oh Artoo hurry!
m489	HAN	Come on! Come on!
m489	THREEPIO	We're coming!
m489	THREEPIO	I'm rather embarrassed General Solo but it appears you are to be the main course at a banquet in my honor.
m489	HAN	What did he say?
m489	THREEPIO	It's against my programming to impersonate a deity.
m489	HAN	Proper?!
m489	THREEPIO	I beg your pardon General Solo but that just wouldn't be proper.
m489	HAN	Well why don't you use your divine influence and get us out of this?
m489	THREEPIO	Hello I think... I could be mistaken. They're using a very primitive dialect.  But I do believe they think I am some sort of god.
m489	HAN	What are you telling them?
m489	HAN	All right hang on.
m489	THREEPIO	Here we go again.
m489	HAN	On second thought let's pass on that huh?
m489	THREEPIO	In his belly you will find a new definition of pain and suffering as you are slowly digested over a thousand years.
m489	THREEPIO	You will therefore be taken to the Dune Sea and cast into the pit of Carkoon the nesting place of the all-powerful Sarlacc.
m489	HAN	Good I hate long waits.
m489	THREEPIO	Oh dear. His High Exaltedness the great Jabba the Hutt has decreed that you are to be terminated immediately.
m489	VADER	I hope so Commander for your sake. The Emperor is not as forgiving as I am.
m489	JERJERROD	We shall double our efforts.
m489	VADER	That is correct Commander. And he is most displeased with your apparent lack of progress.
m489	VADER	Then perhaps you can tell him when he arrives.
m489	JERJERROD	But he asks the impossible. I need more men.
m489	VADER	The Emperor does not share your optimistic appraisal of the situation.
m489	JERJERROD	I tell you this station will be operational as planned.
m489	VADER	Perhaps I can find new ways to motivate them.
m489	JERJERROD	I assure you Lord Vader my men are working as fast as they can.
m489	VADER	You may dispense with the pleasantries Commander. I'm here to put you back on schedule.
m489	JERJERROD	Lord Vader this is an unexpected pleasure. We're honored by your presence.
m489	WEDGE	Copy Gold Leader. I'm already on my way out.
m489	LANDO	All right Wedge. Go for the power regulator on the north tower.
m489	WEDGE	There it is!
m489	WEDGE	Form up. And stay alert. We could run out of space real fast.
m489	LANDO	Now lock onto the strongest power source. It should be the power generator.
m489	LANDO	Here goes nothing.
m489	WEDGE	I'm going in.
m489	LANDO	Now...come on Han old buddy. Don't let me down.
m489	WEDGE	Good shot Red Two.
m489	WEDGE	Red Leader standing by.
m489	LANDO	All wings report in.
m489	LEIA	Oh no.
m489	THREEPIO	I'm afraid our furry companion has gone and done something rather rash.
m489	LEIA	Quiet.
m489	THREEPIO	Oh! Oh my. Uh Princess Leia!
m489	THREEPIO	He says there's a secret entrance on the other side of the ridge.
m489	LEIA	What's he saying?
m489	THREEPIO	Your Royal Highness.
m489	LEIA	Oh!
m489	THREEPIO	Ohhh I can't bear to watch.
m489	LEIA	Ugh!
m489	LUKE	Because...there is good in him. I've felt it. He won't turn me over to the Emperor. I can save him. I can turn him back to the good side. I have to try.
m489	LEIA	But why must you confront him?
m489	LUKE	No you don't. You've always been strong.
m489	LEIA	No! Luke run away far away. If he can feel your presence then leave this place. I wish I could go with you.
m489	LUKE	Then you know why I have to face him.
m489	LEIA	I know. Somehow...I've always known.
m489	LUKE	Yes. It's you Leia.
m489	LUKE	You're wrong Leia. You have that power too. In time you'll learn to use it as I have. The Force is strong in my family. My father has it...I have it...and...my sister has it.
m489	LEIA	Luke don't talk that way. You have a power I--I don't understand and could never have.
m489	LUKE	There's more. It won't be easy for you to hear it but you must. If I don't make it back you're the only hope for the Alliance.
m489	LEIA	Your father?
m489	LUKE	He's my father.
m489	LUKE	Vader is here...now on this moon.
m489	LEIA	Luke tell me. What's troubling you?
m489	LUKE	I have no memory of my mother. I never knew her.
m489	LEIA	She was very beautiful. Kind but...sad.  Why are you asking me all this?
m489	LUKE	Tell me.
m489	LEIA	Just...images really. Feelings.
m489	LUKE	What do you remember?
m489	LEIA	Just a little bit. She died when I was very young.
m489	LUKE	Leia... do you remember your mother? Your real mother?
m489	LUKE	I see them. Wait Leia!
m489	LEIA	Over there! Two more of them!
m489	LUKE	Never-r-r!
m489	VADER	Sister! So...you have a twin sister. Your feelings have now betrayed her too. Obi-Wan was wise to hide her from me. Now his failure is complete. If you will not turn to the dark side then perhaps she will.
m489	VADER	Give yourself to the dark side. It is the only way you can save your friends. Yes your thoughts betray you. Your feelings for them are strong. Especially for...
m489	LUKE	I will not fight you.
m489	VADER	You cannot hide forever Luke.
m489	VADER	You underestimate the power of the dark side. If you will not fight then you will meet your destiny.
m489	LUKE	You couldn't bring yourself to kill me before and I don't believe you'll destroy me now.
m489	VADER	There is no conflict.
m489	LUKE	Your thoughts betray you father. I feel the good in you...the conflict.
m489	LUKE	I will not fight you father.
m489	VADER	Obi-Wan has taught you well.
m489	VADER	It is too late for me son. The Emperor will show you the true nature of the Force. He is your master now.
m489	LUKE	Search your feelings father. You can't do this. I feel the conflict within you. Let go of your hate.
m489	VADER	If that is your destiny.
m489	LUKE	I will not turn...and you'll be forced to kill me.
m489	VADER	You don't know the power of the dark side. I must obey my master.
m489	VADER	Obi-Wan once thought as you do.
m489	LUKE	Come with me.
m489	VADER	So you have accepted the truth.
m489	LUKE	I know father.
m489	VADER	The Emperor has been expecting you.
m489	YODA	Remember a Jedi's strength flows from the Force.  But beware.  Anger fear aggression. The dark side are they.  Once you start down the dark path forever will it dominate your destiny.
m489	LUKE	Well I'm sorry.
m489	LUKE	Unfortunate that I know the truth?
m489	YODA	Unexpected this is and unfortunate...
m489	LUKE	Yes.
m489	YODA	Told you did he?
m489	YODA	Your father he is.
m489	LUKE	Yoda I must know.
m489	YODA	No more training do you require. Already know you that which you need.
m489	LUKE	But I need your help. I've come back to complete the training.
m489	YODA	Strong am I with the Force... but not that strong! Twilight is upon me and soon night must fall. That is the way of things... the way of the Force.
m489	LUKE	Master Yoda you can't die.
m489	THREEPIO	Disintegrated?
m489	NINEDENINE	Splendid! We have been without an interpreter since our master got angry with our last protocol droid and disintegrated him.
m489	THREEPIO	I am fluent in over six million forms of communication and can readily...
m489	NINEDENINE	How many languages do you speak?
m489	THREEPIO	Oh. Well yes.
m489	NINEDENINE	Yes or no will do.
m489	THREEPIO	I am See-Threepio human-cy...
m489	NINEDENINE	Ah good. New acquisitions. You are a protocol droid are you not?
m491	ROCKY	C'mon it's true -- But that don't bother me -- I just wanna prove somethin' -- I ain't no bum... It don't matter if I lose... Don't matter if he opens my head... The only thing I wanna do is go the distance -- That's all. Nobody's ever gone fifteen rounds with Creed. If I go them fifteen rounds an' that bell rings an' I'm still standin' I'm gonna know then I weren't just another bum from the neighborhood...
m491	ADRIAN	Don't say that.
m491	ROCKY	It ain't so bad 'cause I was a nothin' before --
m491	ADRIAN	Oh Rocky -- you worked so hard.
m491	ROCKY	...I dunno.
m491	ADRIAN	What're we going to do?
m491	ROCKY	I been watchin' the movies -- studyin' -- He ain't weak nowhere.
m491	ROCKY	Yeah I can't beat him.
m491	ADRIAN	Apollo?
m491	ROCKY	...I can't beat him.
m491	ADRIAN	...What?
m491	ROCKY	...Can't do it.
m491	ROCKY	I gotta go out for a while.
m491	ADRIAN	Is everything all right?
m491	ROCKY	I don't want ya cleanin' nobody else's cages no more.
m491	ADRIAN	What did you say about a pet shop?
m491	ROCKY	...What?
m491	ADRIAN	What was that you said about a pet shop?
m491	ROCKY	Yeah...
m491	ADRIAN	Rocky do you realize everybody in this country knows your face and after the fight everybody in the world is going to.
m491	ADRIAN	...Yes --
m491	ROCKY	Wanna hear a dirty joke?
m491	ROCKY	...What's to say? I dunno what he wants from me --
m491	ADRIAN	...Are you going to say anything to him?
m491	ROCKY	Yo -- I ain't mad. I'm just outta joint when reporters are around -- They take cheap shots an' Paulie knows it.
m491	ADRIAN	Don't be mad at him -- He just wants to help.
m491	ROCKY	Yeah... Threw my whole day off.
m491	ADRIAN	...And he called the reporters --
m491	ROCKY	Ya right --  Mebbe we best just hold hands -- the shirt made me feel guilty y'know.
m491	ADRIAN	I thought it might be cute.
m491	ROCKY	Yeah... But I think weak legs ain't bad sometimes y'know.
m491	ADRIAN	-- The legs.
m491	ROCKY	Can't fool around -- You look very great.
m491	ADRIAN	Don't want weak legs.
m491	ROCKY	Adrian you really look great y'know -- But I can't fool around durin' trainin' -- makes the legs weak.
m491	ROCKY	No... Sharp -- You look great.
m491	ADRIAN	Really -- You don't think they're overly feminine?
m491	ROCKY	Sharp -- Real nice.
m491	ADRIAN	Like?
m491	ROCKY	They either say 'Kill the nigger' or 'Hope you die Honky.' -- What ya got in the bag?
m491	ADRIAN	Don't you open them anymore?
m491	ROCKY	It did.
m491	ADRIAN	Yes.
m491	ROCKY	Y'know how I said that stuff on television didn't bother me?
m491	ADRIAN	I'll be waiting.
m491	ROCKY	'Bout seven.
m491	ADRIAN	Absolutely -- What time should I expect you?
m491	ROCKY	Ya puttin' me on right?
m491	ADRIAN	I don't know -- I was shocked. Why did you do that?
m491	ROCKY	How'd ya like hearin' ya name on TV?
m491	ADRIAN	Don't tease me.
m491	ROCKY	I always knew you was pretty.
m491	ROCKY	Could ya take off that hat.
m491	ADRIAN	...What?
m491	ROCKY	Do me another favor?
m491	ADRIAN	...T-thank you.
m491	ROCKY	The glasses... Please.
m491	ADRIAN	What?
m491	ROCKY	Would ya take off your glasses?
m491	ROCKY	But I'm willin' to make the best of this uncomfortable situation.
m491	ADRIAN	I should leave.
m491	ROCKY	Yo I'm not comfortable either.
m491	ADRIAN	I'm not sure I know you well enough -- I don't think I'm comfortable.
m491	ROCKY	They're all the same.
m491	ADRIAN	...I've never been in a man's apartment before.
m491	ROCKY	It's all right -- You're my guest.
m491	ADRIAN	No I don't belong here.
m491	ROCKY	It's okay.
m491	ADRIAN	I don't think I belong here.
m491	ROCKY	What's the problem? You don't like me -- Don't like the turtles -- What is it?
m491	ADRIAN	It's not that --
m491	ROCKY	It's only temporary.
m491	ADRIAN	It's fine.
m491	ROCKY	What's the matter? Ya don't like the room?
m491	ROCKY	I'll call your brother.
m491	ADRIAN	I think he might be worried.
m491	ROCKY	Why?
m491	ADRIAN	Yes.
m491	ROCKY	You sure?
m491	ADRIAN	Yes I do.
m491	ROCKY	D'you really wanna call?
m491	ADRIAN	I wanna let my brother know where I am.
m491	ROCKY	I had it pulled. People callin' all the time.  Who needs it -- Who'd you wanna call?
m491	ADRIAN	Do you have a phone?
m491	ROCKY	...Oh yeah I bought the whole kit -- Yeah ya sold me the turtles the bowl an' the mountain -- I had to get rid of the mountain 'cause they kept fallin' off.
m491	ADRIAN	I sold them to you.
m491	ROCKY	Here's the guys I was tellin' ya about -- This is Cuff an' Link.
m491	ADRIAN	...No thanks.
m491	ROCKY	Would ya like a glass of water?
m491	ADRIAN	'Cause you can't sing or dance?
m491	ROCKY	...Guess.
m491	ADRIAN	Why do you do it if it hurts so bad?
m491	ROCKY	After a rough fight ya' nothin' but a large wound. Sometimes I feel like callin' a taxi to drive me from my bed to the bathroom... Ya' eyes hurt ya' ears hurt ya' hair even hurts... But the thing I'm proud of is I been in over sixty fights an' never had a busted nose -- Bent an' twisted an' bitten but never broke... That's rare.
m491	ADRIAN	Morning after?
m491	ROCKY	...I'm at least half a bum. Yeah fightin' is a crazy racket. The roughest part is the mornin' after.
m491	ADRIAN	I don't think you're a bum.
m491	ROCKY	Ya gotta be a little soft to wanna be a pug... It's a racket where ya' almost guaranteed to end up a bum.
m491	ADRIAN	...It is just hard for me to understand why anybody wants to be a fighter.
m491	ROCKY	Then why did I bother bringin' it up? 'Cause I'm dumb that's why... Y'know I think we make a real sharp coupla coconuts -- I'm dumb an' you're shy.
m491	ADRIAN	It doesn't bother me either.
m491	ROCKY	Some people think bein' shy is a disease but it don't bother me.
m491	ADRIAN	...I suppose.
m491	ROCKY	I would say you're very shy by nature.
m491	ADRIAN	...I suppose.
m491	ROCKY	Some people are very shy by nature.
m491	ADRIAN	My mother told me just the opposite. She said 'You weren't born with much of a body so you'd better develop your brain.'
m491	ROCKY	What's funny?
m491	ADRIAN	By accident?
m491	ROCKY	Y'know how I got started in the fight racket?
m491	ADRIAN	Ohh!
m491	ROCKY	I just dislocated my finger.
m491	ROCKY	Absolutely.
m491	ADRIAN	But you never had a chance to prove yourself.
m491	ADRIAN	And you never got the chance?
m491	ROCKY	Ain't skated since I was fifteen -- That's when I started fightin' -- gotta watch the ankles. Yeah fightin' use to be tops with me but no more. All I wanted to prove was I weren't no bum -- That I had the stuff to make a good pro.
m491	ADRIAN	...Aren't you skating?
m491	ROCKY	I think mebbe we're early or somethin' --
m491	ADRIAN	I think it's closed.
m491	ROCKY	Looks quiet y'know.
m491	ROCKY	To you to me it's Thursday.
m491	ADRIAN	It's Thanksgiving.
m491	ADRIAN	...Goodnight Rocky.
m491	ROCKY	Hey how's my buddy doin'?  -- Nice dog -- Well I'll see ya later.
m491	ROCKY	Shell-shocked!
m491	ADRIAN	...I don't know.
m491	ROCKY	I smack 'em hard on the shell an' they get... What?
m491	ROCKY	Ain't your fault -- Here's the problem.
m491	ADRIAN	...I'm sorry.
m491	ROCKY	Me I'm kinda aggravated.
m491	ADRIAN	...Fine.
m491	ROCKY	...How's the turtle food this week?
m491	PAULIE	You a virgin? -- Ya let 'im in ya pants didn't ya!  Ya pulled down ya pants an' let him have it didn't ya!!
m491	ADRIAN	What?!
m491	PAULIE	You busted?!
m491	ADRIAN	Good? Good Paulie?! I've been treatin' you like a baby. Since I can't remember it's so long -- I'm the only one who feeds you an' puts you in bed when ya can't stand up -- and it's you that made me feel like a loser -- That's what ya use to call me 'Loser' -- What kind of name is that? So can ya blame me for not remembering to talk about you when I'm with Rocky -- I don't owe you Paulie you owe me.
m491	PAULIE	You owe me an' are supposed to treat me good!
m491	ADRIAN	Owe you what?
m491	PAULIE	Get away from me -- I could never even get married 'cause you couldn't live by yaself -- ya'd die by yaself! So instead I put you two together -- Did ya think of puttin' in a good word for me? -- You owe me!
m491	ADRIAN	Don't do that again!
m491	PAULIE	I always seen ya had the best but did ya ever think of puttin' in a good word for me with this scumbag!
m491	ADRIAN	You gave me what?! Knots! You gave me knots in here every day -- you made me scared of everything!
m491	PAULIE	You forget what I went through to give ya the best.
m491	ADRIAN	Only a pig would say that!
m491	PAULIE	I want 'im outta here --  Don't think I'm good enough to work for Gazzo?  That's what I think of bums like you an' Gazzo!  You're goin' up an' don't care enough to throw Paulie some crumbs!  I give ya meat an' I give ya my sister too!
m491	ADRIAN	...Paulie. Stop now!
m491	PAULIE	Get outta my life both of ya's.
m491	ADRIAN	Don't talk like that to him!
m491	PAULIE	You ain't no friend no more -- Go home! Outta my house I want ya!
m491	ADRIAN	It's not your house --
m491	PAULIE	Shutup! I want nothin' -- I ain't no charity case! Get outta my house!
m491	ADRIAN	Paulie!
m491	PAULIE	Nothin'! I want nothin' from you!!!
m491	ADRIAN	Roosevelt finished last in his class -- Beethoven was deaf an' Helen Keller was blind -- I think Rocky has a good chance.
m491	PAULIE	That so.
m491	ADRIAN	Einstein flunked out of school... twice.
m491	ADRIAN	You didn't!
m491	PAULIE	Christ.
m491	ADRIAN	Oh Rocky!
m491	ADRIAN	Paul.
m491	PAULIE	Do me a favor -- His lungs punch 'em out.
m491	ADRIAN	Paulie it's Thanksgiving. I've gotta turkey in the oven.
m491	PAULIE	Why?
m491	ADRIAN	I can't go out.
m491	PAULIE	Don't get wise with me. I want ya to stop bein' a loser.
m491	ADRIAN	...Like you?
m491	PAULIE	Hey I want ya out instamaticly. -- I'm sicka lookin' at ya hangin' around like a friggin' spider -- Go out -- Live! Do enjoy life.
m491	ADRIAN	Paulie please --
m491	PAULIE	Ya ya goin' outta the bedroom an' I don't wanna know from nothin'.
m491	ADRIAN	No... I can't!
m491	PAULIE	Like it would make a difference if you were right? This guy's a friend and now he's takin' ya out.
m491	ADRIAN	...Paulie why didn't you tell me you were bringing him home?! Look at me I'm not ready for this.
m491	APOLLO	...Thanks.
m491	TRAINER	Cover the ribs -- Look here elbow down tight -- Tight -- stand straight -- you're the best you're the best!
m491	APOLLO	...Stop jivin'!
m491	TRAINER	Don't kill yourself man -- Let the doctor stop the fight.
m491	APOLLO	One more round.
m491	TRAINER	Yo' bleedin' inside man -- Get that doctor.
m491	APOLLO	No doctor!... I'm feelin' good bro!
m491	TRAINER	You're hurtin' man!
m491	APOLLO	No doctor!
m491	TRAINER	Get that doctor.
m491	APOLLO	My side.
m491	TRAINER	Luck! You fightin' a crazy man -- but you got him hurt bad.  More ice now!
m491	APOLLO	He got lucky.
m491	TRAINER	He's movin' to your left -- don't let him no more -- dance and stick hear? Don't play -- I know what ya feelin' but don't play.
m491	APOLLO	...That man's takin' his job too serious.
m491	TRAINER	People nothin' you in a fight my man -- ya best believe what you hear... Knock that boy out soon an' let's go home.
m491	APOLLO	Man I rearranged his face with that right -- The people love what's happenin' tonight.
m491	TRAINER	Don't play with this man he's fightin' hard -- Let 'em feel some real heat!
m491	APOLLO	I'll carry him 'till the third.
m491	TRAINER	Sure -- He can hit -- Don't play no more -- Stick an' move hear?
m491	APOLLO	...That boy damn near broke my arm.
m491	APOLLO	Southpaw nuthin' -- I'll drop 'im in three -- 'Apollo Creed meets the Italian Stallion.' Shhiii -- Sounds like a damn monster movie!!
m491	TRAINER	I don't like you messin' with southpaws -- They do everything wrong.
m491	APOLLO	Listen I gonna carry this boy three rounds then drop 'im like a bad habit.
m491	TRAINER	He won't last one round.
m491	APOLLO	...I don't feel heat from the name.
m491	TRAINER	Too old dull fighter.  Bobby Judge is a good boy.
m491	APOLLO	Give my main man a raise!!
m491	TRAINER	You's the novelty Champ!
m491	APOLLO	I do -- Maybe what this fight needs is something new -- a novelty.
m491	APOLLO	Don't matter -- That name. 'The Italian Stallion' it's right on.  Who discovered America? An Italian right? So man what could be better than to get it on with one of his ancestors --
m491	JERGENS	Rocky Balboa -- His record's poor --
m491	APOLLO	'The Italian Stallion' -- He's my man.
m491	APOLLO	...This man.
m491	JERGENS	Exactly what are you looking for Apollo?
m491	APOLLO	...Still don't feel no heat.
m491	JERGENS	Joe Zack is a good prospect -- Exciting boy.
m491	APOLLO	How 'bout this Big Chuck Smith?
m491	JERGENS	Fouls.
m491	APOLLO	How 'bout this Billy Snow?
m491	APOLLO	No man it's very smart.
m491	JERGENS	...It's very American.
m491	APOLLO	Now here's what's goin' down. Listen 'cause I'm gonna say this but one time. On January first the first day of the Bicentennial I'm gonna fight me a local poor underdog dig? A snow-white underdog. An' I'm gonna put his face on this poster with me hear? An' I'll tell you why 'cause I'm sentimental -- An' all the people in the country all sentimental man an' they'd like nothin' better than me Apollo Creed to let some unknown get a shot at the greatest title in the world on this country's biggest birthday. Now that's the way I see it an' that's the way I want it!!
